timestamp,src_ip,protocol,size,danger_score
1769702996.7693152,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703016.8318624,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703036.797356,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703040.6700125,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703041.7073073,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703056.9907904,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703061.3550854,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703062.376129,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703065.350453,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703074.380069,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703076.825779,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703096.8882408,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703101.5396998,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703116.8605187,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703136.9476788,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703156.8962078,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703176.9868073,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703182.607848,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703196.9573681,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703217.0265648,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703236.994027,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703256.844834,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703257.1061666,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703257.8892987,fe80::14d5:3a0d:8815:5003,icmp,66,0.003850285
1769703277.0638413,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703297.0926394,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703311.1226203,fe80::5ad3:12ff:fe6e:9616,icmp,64,0.004095578
1769703317.0585332,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703337.2272296,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703341.4256265,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703342.4683492,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703345.4320064,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703354.514886,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703357.1142797,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703377.2330453,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703381.4713047,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703397.1563547,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703397.7743108,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703398.693134,fe80::71:3940:1732:acd6,icmp,66,0.003850285
1769703417.2097688,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703437.2794845,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703438.82416,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703439.9418383,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703442.800038,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703451.9128714,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703455.485207,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703456.368421,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703457.2480266,fe80::24f1:baff:fe37:a22b,icmp,69,0.003850285
1769703459.2856245,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703468.4000456,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703496.1530917,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703497.1846185,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703497.282934,fe80::24f1:baff:fe37:a22b,icmp,69,0.003850285
1769703500.3663733,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703509.3909206,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703517.2678778,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703536.3107553,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703537.2598712,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703557.2945867,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703577.2589972,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703597.3486192,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703616.576231,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703617.294832,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703617.5064018,fe80::14d5:3a0d:8815:5003,icmp,66,0.003850285
1769703620.5693932,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703629.5833707,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703637.4956534,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703656.6422777,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769703657.362265,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703660.2009454,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703661.2418344,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703677.4086967,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703697.5022109,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703717.4413552,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703737.410885,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703757.5905535,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703777.4568522,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703797.5722446,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703817.6962276,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703837.574638,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703857.6295116,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703877.7041097,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703879.0661023,fe80::5ad3:12ff:fe6e:9616,icmp,64,0.004095578
1769703897.6783981,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703910.6736722,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703911.6129227,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703917.6396668,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703937.809172,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703958.1085765,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703959.282736,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703962.2001052,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703977.8487668,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769703985.8383672,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703986.6528308,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769703997.7166908,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704017.7863634,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704037.7565513,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704057.8387642,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704077.7916586,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704097.885903,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704117.1179814,fe80::5ad3:12ff:fe6e:9616,icmp,64,0.004095578
1769704117.8530312,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704137.9525113,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704157.903123,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704177.9421859,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704185.1260571,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704186.0495782,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704189.102955,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704197.92639,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704198.1376424,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704215.5237446,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704216.552079,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704217.9874668,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704219.517475,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704228.567547,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704237.953516,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704258.0375266,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704277.985859,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704298.059399,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704318.0304353,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704335.1473846,fe80::5ad3:12ff:fe6e:9616,icmp,64,0.004095578
1769704338.1531887,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704358.0657866,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704369.6448522,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704370.7711518,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704373.733389,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704378.3332627,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704398.1260712,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704418.175771,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704438.178476,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704458.2232504,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704478.3118622,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704498.266697,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704518.2419298,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704538.3959317,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704558.391794,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704578.3387606,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704598.4736102,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704619.3204675,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704638.4543464,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704644.1842904,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769704645.4369621,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769704648.1752484,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769704657.2858415,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769704658.5853999,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704678.5004582,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704684.4644244,fe80::14d5:3a0d:8815:5003,icmp,66,0.004095578
1769704692.9158535,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704694.4275117,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704696.8096266,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704698.4567835,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704705.9189396,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704712.4754076,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704713.5090432,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704716.57145,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704718.4161372,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704738.4857042,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704758.4641414,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704778.5625036,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704798.634212,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704819.379263,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704838.6426628,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704858.6461082,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704878.7285316,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704898.6580136,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704911.1847303,fe80::5ad3:12ff:fe6e:9616,icmp,64,0.004095578
1769704917.9157035,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704951.786604,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704952.8195553,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704955.7846842,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704964.8012595,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704978.7171757,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769704991.8257213,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769704998.6963532,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705038.853765,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705058.805554,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705073.0322497,fe80::71:3940:1732:acd6,icmp,66,0.004095578
1769705078.8683648,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705098.8408155,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705118.911155,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705138.8743818,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705158.945015,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705178.938466,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705198.9870248,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705219.0463707,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705239.0610795,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705259.0002897,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705279.0989127,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769705299.153756,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706089.923146,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706109.8476498,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706130.1440642,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706149.9163067,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706169.962209,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706189.9394171,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706210.032573,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706230.0878098,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706250.0379689,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706270.1173985,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706290.564251,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706310.175958,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706330.1348498,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706350.3970761,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706370.2618978,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706410.2947314,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706427.6316202,fe80::5ad3:12ff:fe6e:9616,icmp,64,0.004095578
1769706430.2728248,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706450.3330474,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706590.586459,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706610.6089349,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706630.6115065,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706650.6307347,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706670.6236675,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706690.6667917,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706747.4006522,fe80::24f1:baff:fe37:a22b,icmp,48,0.004095578
1769706747.5102084,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706748.4916403,fe80::24f1:baff:fe37:a22b,icmp,69,0.003850285
1769706749.5032175,fe80::24f1:baff:fe37:a22b,icmp,69,0.003850285
1769706763.5958288,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706763.6766598,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706764.612872,fe80::24f1:baff:fe37:a22b,icmp,69,0.003850285
1769706765.6232624,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706781.7374465,fe80::5ad3:12ff:fe6e:9616,icmp,64,0.004095578
1769706785.5952811,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706805.8022187,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706865.793508,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706885.790905,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706905.831158,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706925.8847067,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706945.8774626,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706965.936871,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
1769706985.9226675,fe80::24f1:baff:fe37:a22b,icmp,69,0.004095578
